task_name,test_output_grid,hashed_output_grid,task_type,count
75b8110e.json,|09095000|04995055|99900555|00005000|60669990|00060900|06000099|60000900|,43820846022f980d8df5f8a7977e8b31,training,1
d89b689b.json,|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000067000|000000000|000049000|000000000|,0c771abd7024a3145f97bfa538cc88df,training,1
3b4c2228.json,|000|011|010|,fb0a8fefc6c7fdf477c3aeb77b25bab1,evaluation,1
0934a4d8.json,|441357796166447777446616977531|443375976666447227446666795733|344479575161779999771615759744|434497751566721991276651577944|977444334477973223797744334447|794744314472792332972744134474|749734447791749779471977444379|477943447299477997749927443497|665144777226462222646227774415|161544723766642222466673274451|666677999172224664222719997766|661672191537226446227351912761|447797749916726666276199477977|447279479961376226731699749727|888132971699517227159961792319|888923796199193773919916973299|888923796199193773919916973299|888132971699517227159961792319|888279479961376226731699749727|888797749916726666276199477977|888672191537226446227351912761|888677999172224664222719997766|888544723766642222466673274451|665144777226462222646227774415|477943447299477997749927443497|749734447791749779471977444379|794744314472792332972744134474|977444334477973223797744334447|434497751566721991276651577944|344479575161779999771615759744|,6c1026c200635a6f61aa3e2717bbd95d,evaluation,1
3b4c2228.json,|000|010|100|,279287efed858363585dbfa14503081d,evaluation,1
0f63c0b9.json,|888888888888888888|800000000000000008|888888888888888888|222222222222222222|222222222222222222|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|,47d3f8ed0b35ab245544cab117b0d7a2,evaluation,1
21f83797.json,|0000200002000|0000200002000|0000200002000|2222222222222|0000211112000|0000211112000|0000211112000|0000211112000|0000211112000|2222222222222|0000200002000|0000200002000|0000200002000|,8aebf52ebfd1aa4cff9020128d038bc7,evaluation,1
833dafe3.json,|9009009999009009|9009002112009009|9009002992009009|0009002992009000|0009012002109000|1119012002109111|0009012002109000|0000010000100000|0000010000100000|0009012002109000|0009012002109000|1119012002109111|0009002992009000|9009002992009009|9009002112009009|9009009999009009|,7edeb3e189a899065f37c6e5d420f4cd,evaluation,1
a9f96cdd.json,|60000|00000|70000|,ef0cc99631f61b2975629fcb589bf001,training,1
8719f442.json,|000000050000000|000000555000000|000000050000000|000000555000000|000000555000000|000000555000000|050555555555050|555555555555555|050555555555050|000000555000000|000000555000000|000000555000000|000000050000000|000000555000000|000000050000000|,3d7d4bed60b4d678a1eac36e1305e9fa,evaluation,1
aa18de87.json,|006000006|062600062|622260622|222226000|,f09f643ec3cef46fd2bf25b6840b2f3f,evaluation,1
88207623.json,|000000000000000000|044420000000000000|044120000000000000|444420000000420000|000000000044420000|000000000004820000|000000000044420000|004000200000000000|000400200000000000|000740200000000000|000444200000000000|004044200000000000|000040200000002400|000000000000002340|000000000000002440|000000000000000000|,e6408f5ee7159495894243c7fafbeafb,evaluation,1
f1cefba8.json,|000000800080000000|000000800080000000|000000800080000000|011111811181111000|011111811181111000|011888188818811000|011888188818811000|011888188818811000|011888188818811000|888111111111188888|011888188818811000|011888188818811000|011888188818811000|011888188818811000|011111811181111000|011111811181111000|000000800080000000|000000800080000000|000000800080000000|,65540e7e95b0a0a697235a593b647c8b,training,1
310f3251.json,|20402040|00000000|00000000|40024002|20402040|00000000|00000000|40024002|,cb0273fe1528c28463a429a34e4a80c7,evaluation,1
319f2597.json,|45759231786900425127|91755127191700472958|91869476955500484785|42955282779000983392|19238431134600112646|14356111167300835629|77192469155800224212|29612948278200322477|42668921324500748521|32489895216800579185|13727352393200179857|16466559232400399966|86522321496900771593|00000000220000000000|00000000000000020020|28535671474400134447|78479578746800314197|45994557985800283724|16143654174700595499|29267899645800436395|,8c1ce451a0613de871659f3653f4438a,evaluation,1
bc1d5164.json,|011|111|010|,0ec9755e4326614450672cc8578e7633,training,1
7c008303.json,|000400800|220407800|020407800|024400800|020007800|001000800|888888888|000000821|000000847|,e2968c29cf6c93f405d00bc97c3cbdf8,training,1
ad7e01d0.json,|0000000000000|0000105010000|0000000000000|0000000000000|0000005000000|0000105010000|0000022200000|0000005000000|0000022200000|0000105010000|,41341ec5db091445f706bd007a4653af,evaluation,1
b9630600.json,|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000333330|000000000000000333333000300030|000033333333000300003333300030|000030000003000300000000000030|000030000003333000000000000030|000030000000000000000000000030|000030000000000000000000000030|000030000003333300003333300030|000033333333000300003000300030|000000000000000333333000300030|000000000000000003300000333330|000000000000000033330000003000|000000000000000030030000033300|000000000000000033330000030300|000000000000000003300000033300|000033333333000003300000003000|000030000003333333300000003000|000030000003333333333333333000|000033300333000000000000000000|000000300300000000000000000000|000000300300000000000000000000|000003300330000000000000000000|033303000030000000000000000000|030333000030000000000000000000|030333000030000000000000000000|033303000030000000000000000000|000003333330000000000000000000|000000000000000000000000000000|,8d41ca8b5a53b3173f2d28ecc7468024,evaluation,1
ae58858e.json,|660002|660002|000200|020000|000602|066600|,65b835c328f1048a57508c2647e566d2,evaluation,1
fb791726.json,|2000|3333|2000|0000|,a8d81fac124d57b5a74a795a928b200e,evaluation,1
42a50994.json,|03000000003003|30000003333003|30000030000000|00300000033300|00300000003000|00000000000000|00000000000000|00003300000000|00000000003300|00000000000000|00003030000000|00030300000000|00033300000000|30030000000000|30300000000000|30000300000000|00330030000033|,067b4b8b6b761247d2d991dec087883e,training,1
9caba7c3.json,|50000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|50000000000000000000|50000000000000000000|50000000000000000000|50000000000000000000|50000000000000000000|50000000000000000000|50000000000000000000|50000000000000000000|50000000000000000000|50000000000000000000|50000000000000000000|50000000000000000000|50000000000000000000|00000000000000000000|50000000000000000000|50000000000000000000|,882b688f60c1a891bc515672f66b9c22,evaluation,1
60a26a3e.json,|000000000000000|002000000200000|020211112020000|002100000200000|000100000100000|002100000120000|020211111202000|002000000020000|000000000000000|,9423cbba7c142ff00035aa3524c8d671,evaluation,1
cf98881b.json,|0949|4414|0900|1441|,0220190062fe6a480dfd54604966d515,training,1
3d31c5b3.json,|084588|202522|224222|,060aa12cd61c1ff5929a5d442ada0966,evaluation,1
7fe24cdd.json,|253322|251155|311113|311113|551152|223352|,9e946607cace3c6594d58508d725d011,training,1
c8cbb738.json,|386163|888888|288882|188881|288882|386163|,63e3befddb5d25ed479e25c3a7a707d3,training,1
5289ad53.json,|333|322|,c49ad5319837c872720cd1102cac93b6,evaluation,1
b4a43f3b.json,|001100000110000000000000000000|001100000110000000000000000000|330033011001100000000000000000|330033011001100000000000000000|002200000110000000000000000000|002200000110000000000000000000|000000000000000000000000000000|001100001100001100001100001100|001100001100001100001100001100|110011110011110011110011110011|110011110011110011110011110011|001100001100001100001100001100|001100001100001100001100001100|000000001100000000000000000000|000000001100000000000000000000|000000110011000000000000000000|000000110011000000000000000000|000000001100000000000000000000|000000001100000000000000000000|000000001100000000000000000000|000000001100000000000000000000|000000110011000000000000000000|000000110011000000000000000000|000000001100000000000000000000|000000001100000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|,8a4b72578feea571dd44c0dab52fc4d2,evaluation,1
8f2ea7aa.json,|000000200|000000220|000000022|200020000|220022000|022002200|000200000|000220000|000022000|,12a7cd23bc36836daa540dce6cc764a2,training,1
1c56ad9f.json,|000000000000000|000077777770000|000007007007000|000070070070000|000700700770000|000070070070000|000007007007000|000070070070000|000700700770000|000070070070000|000007007007000|000070070070000|000700700700000|000077777770000|000000000000000|,9703aa19e3ef0ea75ddcb7c383eaffa6,evaluation,1
5289ad53.json,|333|023|,221662c01ec0fc3e4de1b2a3a8faa6fa,evaluation,1
762cd429.json,|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000888888888888888|000000008888888888888888888888|000011118888888888888888888888|008811118888888888888888888888|118811118888888888888888888888|881188881111111111111111111111|001188881111111111111111111111|000088881111111111111111111111|000000000000000111111111111111|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|,07ee7cab833cc0ae1ba9428e118bae18,evaluation,1
1caeab9d.json,|0000000022|0000000022|0110000200|0110000000|1000000000|0000440000|0000440000|0004000000|0000000000|0000000000|,b3e6fb6332406391c13eed24722fde37,training,1
539a4f51.json,|07325|77325|33325|22225|55555|,335915aa8877b76f955fb36a9a22a181,training,1
94133066.json,|1111111111|1811111111|1113111111|1133111111|1111311111|1111311111|1111311111|1111331111|1133331111|1111113311|1111113111|1211111141|1111111111|,697624557f11b00b998f360fc3a4da18,evaluation,1
bb52a14b.json,|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|,c27a6cd1d40662a6a33d76514a52b37e,evaluation,1
070dd51e.json,|00000000000000000000|00030000000000000000|00000000050000000000|02000000050000000000|00000000050000000000|00000000050000000000|00000000050000000000|00000007777777000000|00000000050000000000|00000000050000000000|00000000050000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000600000000|00000000000000000000|00030000000000000000|00000000000000000000|,5af1bf4c5054deea1c0088810b8f387a,evaluation,1
1e0a9b12.json,|00000|00000|00000|02040|02643|,27a8684356b02ea196c13a33fba8b9b8,training,1
0dfd9992.json,|965695335965695335965|632362992444442992632|521251881444441881521|632362992444442992632|965695335965695335965|521251881521251881521|398938668398938668398|398938668398938668398|521244441521251881521|965644445965695335965|632344442632362992632|521251881521251881521|632362992632364492632|965695335965694435965|521251881521254481521|448944468398934468398|448944468398938668398|521244481521251881521|965644435965695335965|632344492632362992632|521251881521251881521|,b41e922a350c69f51048bf427430ece5,training,1
ecdecbb3.json,|0000800000088800000|0008880000082822200|2228280000088800000|0008880000008000000|0000800000008000000|0000800000008000000|0000800000008000000|0008880000008000000|0008282220008000000|0008880000008000000|0000800000008000000|0000800000008000000|0000800000008000000|0000800000088800000|0000800000082822200|0000800000088800000|0000800000008000000|,96a2cf3c3421769ddbb84a75f92a61b4,training,1
3af2c5a8.json,|40000004|00044000|44000044|44000044|00400400|40000004|,8f627ed83c7541ec2f8e3cdf21a5784a,training,1
11e1fe23.json,|00000000000|00030000080|00000000000|00000000300|00000000000|00000030000|00000500000|00009080000|00000000000|00900000800|00000000000|00000000000|,98ba3469f8b0d1560d18ab04d15a1de2,evaluation,1
af24b4cc.json,|00000|01340|02320|00000|,0a0b8fa215287c8fe4bec8e94eec5294,evaluation,1
e7639916.json,|0000000000000|0000000000000|0000000000000|0118111111110|0100000000080|0100000000010|0100000000010|0100000000010|0100000000010|0100000000010|0100000000010|0111111181110|0000000000000|,e7f4ccb2589b1d70c2c14aee9ce45cea,evaluation,1
917bccba.json,|000000000600|667777777766|007000000700|007000000700|007000000700|007000000700|007000000700|007000000700|007000000700|007777777700|000000000600|000000000600|,1e0cc1731d4332809d0e9741c7488c3c,evaluation,1
b4a43f3b.json,|220000000000|020000000000|023310000000|000300000000|000330000000|000010000000|000022200000|000000200000|000000233100|000000000000|,c62f998791706f0bcb9011eba11f8f1c,evaluation,1
8a004b2b.json,|4000004|0883300|0883300|0331100|0331100|0000000|4000004|,664b049db54e5d46d959a05f4f9081c5,training,1
1b2d62fb.json,|000|000|000|,44dfd9605050f159e1f6faaf3f841861,training,1
b527c5c6.json,|00003330333332333330|00003330333332333330|00003330333332333330|00003330333332333330|33333330333332333330|22222330333332333330|33333330333332333330|00003330333332333330|00003330333332333330|00003330333332333330|00003330333332333330|00000000333332333330|00000000333332333330|00000000333332333330|00000003333332333333|00000003333333333333|00000003333333333333|00000003333333333333|00000003333333333333|00000003333333333333|,5c3aa789368b294d1b22acfe865c41b8,training,1
e6721834.json,|000000000000|000000000000|000088888000|000088818000|000088881000|000000000000|000000000000|088188000000|018888000000|088188000000|000000000000|000000000000|,53210a8a6ae3409c2f14ce3a7ce1f2ed,training,1
456873bc.json,|2222022222200000000|2000000000022200002|2022000000000000000|0000000000000000000|2222000000000000000|2000000000000000000|2002000000000000000|2022000000000000000|0000000000000000000|0000000000000000000|3333333333333333333|3333333333333333333|3333333333333333333|3333333333333333333|0000000000000000000|2222000000222202222|2000000000200002000|2002000000200202002|2022000000202202022|,3a65081f754e70184c90dc662971af2d,evaluation,1
623ea044.json,|00060000000000000|00006000000000000|00000600000000000|00000060000000000|00000006000000060|00000000600000600|00000000060006000|00000000006060000|00000000000600000|00000000006060000|00000000060006000|00000000600000600|00000006000000060|00000060000000006|00000600000000000|00006000000000000|00060000000000000|,7b195763b7ad4ec2b5cd3460ef8198f0,training,1
4acc7107.json,|0000000000|0000000000|0000000000|0000000000|0000022200|3330022200|0000000000|0033022220|3333000020|0030000220|,f750f951b7724fbb93ddee1977bb7432,evaluation,1
84db8fc4.json,|1221211113|2223232122|2123321333|3131123321|1132132112|2321321123|1132232233|3111131231|3222331211|1231122212|,bbdcfde9d8d2b9a397968c0fcd577409,evaluation,1
62c24649.json,|110011|032230|023320|023320|032230|110011|,3d2fbd21c071e8a053cedc62140b11e9,training,1
09629e4f.json,|64050305040|00352865802|20854005630|55555555555|20050305362|34658425004|08050065800|55555555555|02450645028|06350035406|00052085300|,a21b55a8fed14b269ef332fe62e7929e,training,1
93c31fbe.json,|00000000000000000000000000|04400440000000000000000000|04000040000000000000000000|00010000000000000000000000|00011000000000000000000000|00100000000000000000000000|00000000000000000000000000|00000000000000000000000000|04000040000000000000000000|04400440000000000000000000|00000000000000000000000000|00000000100000000000000000|00010101010000000000000000|00010000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|00000000000000000000000000|,bc1f1090115b20b7ce70ca45d013c820,evaluation,1
6ecd11f4.json,|000000000000000000000000|004440006663330000000000|004440006663330000000000|004440006663330000000000|000003333330000000000000|000003333330000000000000|000003333330000000000000|002227777774440000000000|002227777774440000000000|002227777774440000000000|001110000001110000000000|001110000001110000000000|001110000001110000000000|000000000000000000000000|000000000000000000000000|000000000000000000000000|000000000000000000000000|000000000000000000000000|000000000000000000000000|000000000000000000000000|000000000000000000000000|000000000000000000000000|000000000000000000000000|000000000000000000000000|,31f8fab2a69bc3002c2244e1190098ef,training,1
e133d23d.json,|202|220|200|,51d9331b5aa6254b4a8775c1e0cb2dfc,evaluation,1
444801d8.json,|2222200000|1121100000|1222100000|1222100000|1111100000|0000777770|0000117110|0000177710|0000177710|0000111110|,ad1f65290afd7a022b9cd173e43ac1b6,training,1
e3497940.json,|0000|0001|0001|1116|0066|0111|0001|0016|0006|0000|,46359f698db95799a2e55c1903be4e22,training,1
f2829549.json,|7071070|7771070|7071000|7071070|,12a42742beafa2bd18ed57f21df8d2d3,training,1
f25fbde4.json,|000040400|000040400|000404040|000040400|000040400|000000000|000000000|000000000|000000000|,6d29b22720d465d71f5c5fee5c1d926f,training,1
e6de6e8f.json,|0003000|0002000|0022000|0002000|0022000|0002000|0002200|0000200|,0f8de5117ab19181b5bad69087f72843,evaluation,1
f8be4b64.json,|0002008000000400000|0002008000000400000|0002003000000400000|8888838308888300000|0002003404443434444|0002008000000310000|0002008000000410000|0002008000000410000|0002008000000410000|0002008030000410000|0002008303000410000|0002008030000430000|1112118111111313111|0003008000000030000|2232328222222212222|0003008000000010000|0002008000000010000|0002008000000010000|0002008000000010000|,3e6bf137e0b2849347abf11c705a4277,evaluation,1
b7fb29bc.json,|000|500|000|,09aecee39e4dee9a3f8ac13809f01ade,evaluation,1
782b5218.json,|9999999999|9999999999|9999999999|2299229922|0222002220|0000000000|0000000000|0000000000|0000000000|0000000000|,a155ae4911f930b015f32164122e4489,evaluation,1
234bbc79.json,|05050005050|00000050000|00005000000|,878321c852a2b2f28b1735e216581539,training,1
feca6190.json,|000000000000000|000000000000000|000000000000006|000000000000062|000000000000628|000000000006289|000000000062890|000000000628900|000000006289000|000000062890000|000000678900000|000006289000000|000062890000000|000628900000000|006289000000000|,906223e13d795f9d384e9ebafa661fa2,training,1
8a004b2b.json,|400000000000000004|000000000000000000|000088880000333300|000088880000333300|000088880000333300|000088880000333300|000011111111111100|000011111111111100|000011111111111100|000011111111111100|000000001111000000|000000001111000000|000000001111000000|400000001111000004|000000000000000000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|,eb3d5c2b345a17275520812a2ffaffe5,training,1
44f52bb0.json,|000|000|000|,44dfd9605050f159e1f6faaf3f841861,training,1
4c5c2cf0.json,|000000000000000|004000040000000|004000040000000|000440004400000|000040004000000|004044044040000|000407070400000|000000700000000|000407070400000|004044044040000|000040004000000|000440004400000|004000040000000|004000040000000|000000000000000|,1632ccdb31785dfde565693dffca16fb,training,1
184a9768.json,|00000000000000000005000000|00222222222222200000000000|00224444222224200000000000|02224444224222200118888880|02222222222222200811111180|02224224024222200118088180|02222222222222200111111180|00000000000000000100000110|00000000050000000111111110|02220000000000000118818010|02220000000000500118118011|00000000000000000810011081|00000044444400000810081111|00000000000000000810081111|03000000000000000810081081|03000001100001000810081081|03000001100501000810081111|03000001100001000811888110|00000000000000000881111180|00000000050000000000000000|00030110000000000000000000|00000110000000000002000000|00000110000000000502000500|00005000000300000000000077|00000000000000000000000077|,3a3304fd900bec3f538913279894701e,evaluation,1
27a77e38.json,|912849821|443127679|216978436|986342917|555555555|000000000|000000000|000000000|000000700|,260fde5714776e951051be71c2fc40ab,evaluation,1
0d3d703e.json,|000|000|000|,44dfd9605050f159e1f6faaf3f841861,training,1
2037f2c7.json,|8800008888|8800000088|0000000000|0000000000|,71e08b3c49d49b793f06ed8f9bab6e5b,evaluation,1
97a05b5b.json,|000000000000000|002222222222220|002022220222020|002002200222220|002200220222220|002222222222220|002222222222220|002222222000220|002222222222220|000000000000000|000000000000000|011100002330000|012100002230000|011100002330000|000000000000000|000000000008820|000424000008220|000424000002280|000424000000000|,520941f0e13a3121e54aabe9d2cf3a52,training,1
11852cab.json,|000|000|000|,44dfd9605050f159e1f6faaf3f841861,training,1
c444b776.json,|00000000040000000004000000000|00000000040000300004000000000|00000000040200000204000000000|00000000040300000204000000000|00000000040000200004000000000|00000000040000000004000000000|00000000040060000004000000000|00000000040000000004000000000|00000000040000006004000000000|44444444444444444444444444444|00000000040000000004000000000|00000000040000000004000000000|00000000040000000004000000000|00000000040000000004000000000|00000000040000000004000000000|00000000040000000004000000000|00000000040000000004000000000|00000000040000000004000000000|00000000040000000004000000000|,2fd408f27f2fbf1e4cad16558f3f28f2,training,1
b91ae062.json,|00000000000000000000|00000000000000000000|00000000000000000000|00000000111000000000|00000000111000000000|00000000111000000000|00000000888777000000|00000000888777000000|00000000888777000000|00000999999000000000|00000999999000000000|00000999999000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|,9621ebffb0c7b75021c881c9cd1e2867,training,1
ed98d772.json,|660066|660066|006600|660600|660066|006066|,d9d500bf359728394a2eb80a78f05dca,evaluation,1
045e512c.json,|000000000000000000000|000000000000000000000|000000000000000000000|000000000040000000000|000000000444000000000|000000000040000000000|000000000000000000000|000000888022200000000|000000808020200000000|000000888022200000000|000000000000000000000|000000333000000000000|000000303000000000000|000000333000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|,b94880a5cdbea2d5a590278e6afc7a36,training,1
f25ffba3.json,|7133|7134|7140|7100|0100|0100|7100|7130|7133|7144|,13e5d043a0bd7eef1f186f2d2d197441,training,1
32e9702f.json,|5566665555|5555555555|5555556555|5555555555|5665555555|5555555555|5555555555|5555666665|5555555555|5555555555|,f4b77bf37e81a00c13a4f179920292e5,evaluation,1
25094a63.json,|212|888|101|,639cde43e8856676c0123f14a23b846f,evaluation,1
239be575.json,|00|00|,e9214d7b704d26e06884723fa04edea3,training,1
80af3007.json,|5555555555555555555|5555555555555555555|5555555555555555555|0005550000000555000|0005550000000555000|0005550000000555000|5550005550555000555|5550005550555000555|5550005550555000555|5550005550555000555|5550005550555000555|0005550000000555000|0005550000000555000|0005550000000555000|5555555555555555555|5555555555555555555|5555555555555555555|,7d2186a4c3fc9b6bbd4afe242e69a5b9,training,1
fcb5c309.json,|0000000000000|0000000000000|0000000000000|0011111111000|0010000001000|0010080001000|0010000001000|0010000801000|0010008001000|0011111111000|0000000000000|0000000000000|0000000000000|,64a1b9787b8999b8ecd6d11ef77d666d,training,1
46442a0e.json,|114411|194491|449944|449944|449944|911119|,2d6b18387babda800819dfdf2657e69a,training,1
e872b94a.json,|9909990999|9909990099|9900999099|9990999009|9000999909|9099990009|9099990999|9009900999|9909909999|,3b292559a9cbbf97d1db27bb43b68fad,evaluation,1
992798f6.json,|0000000000000000|0000100000000000|0000030000000000|0000030000000000|0000030000000000|0000030000000000|0000030000000000|0000003000000000|0000000300000000|0000000030000000|0000000003000000|0000000000300000|0000000000030000|0000000000002000|0000000000000000|0000000000000000|,34da2429f9c211be5309eb54240d720b,evaluation,1
0e671a1a.json,|0000000000000|0000000000000|0555555555400|0500000000500|0500000000500|0200000555500|0000000500000|0000000500000|0000000500000|0000000500000|0000000500000|0000000300000|0000000000000|,aeb2a669f64227595b5a87e78962163b,evaluation,1
4c177718.json,|000000000000000|000000000000000|800000000000000|880000000000000|088000000000000|011000000000000|001100000000000|011000000000000|000000000000000|,ce411fa257dbe82a77c48f5844d4dc73,evaluation,1
27a28665.json,|000|060|000|,0ad70ce6cfe395a5652e05e72bc90953,training,1
7953d61e.json,|46444497|46444479|76796664|94974479|79444464|97444464|46669767|97447949|,ee61de988171b985608981f4233efd0f,evaluation,1
ecdecbb3.json,|0000800000088800000|0008880022282800000|0008282220088800000|0008880000008000000|0000800000008000000|0000800000008000000|0000800000008000000|0008880000008000000|2228280000008000000|0008880000008000000|0000800000008000000|0000800000008000000|0000800000008000000|0000800000088800000|0000800022282800000|0000800000088800000|0000800000008000000|,97f2cec574dabee207c8601886a40dc6,training,1
b7cb93ac.json,|3366|8368|8888|,c76e972ba22c9c1c2f6a132f18302e3c,evaluation,1
73182012.json,|033|545|443|,3ea2a47569a3059c3592a00d47608238,evaluation,1
41e4d17e.json,|888886886888888|888886116118888|888886186818888|666666666666666|888886186818888|888886116118888|888886886888888|888886886888888|888886886888888|888116116888888|888186816888888|666666666666666|888186816888888|888116116888888|888886886888888|,ef79bc0f94f00c3f53942a216003bcc7,training,1
ed98d772.json,|660066|060060|006060|600060|660060|660660|,437a1679325a75ac320e258d6e7d3786,evaluation,1
ae58858e.json,|00002220|22000000|02200660|02000660|00000000|20220002|,5689e0e4910f4e5a5e4f8eb19b880e5b,evaluation,1
7c8af763.json,|5155555515|2252252222|2252212222|5555155215|1121121122|1151151122|2555255125|1121121111|1151151111|5255551551|,f2c56d2a65fc7fd6fa5c574221dac35c,evaluation,1
5b6cbef5.json,|0000000000000000|0000000000000000|0020200000000202|0220200000002202|0220000000002200|0000200000000002|0000000202000000|0020202202000202|0220202200002202|0220000002002200|0000200000000002|0000000000000000|0020200202000202|0220202202002202|0220002200002200|0000200002000002|,6b1f1876f4a20606002931806cc12d10,evaluation,1
bcb3040b.json,|110101011101111112|110010100010001021|011000010011010200|111000011000102001|010100101000020100|110110110011301011|100000000103110101|110011110020011111|001111100210111100|111010002101001110|000001120000010100|001110210001101111|111102101111101001|110020101111110000|100200011001101010|112111101001110100|130001010010010111|201100000111101000|,6f34a7680cb7be57edbb7dbfb7cc96d5,evaluation,1
ea9794b1.json,|93930|93080|00333|38333|33333|,f872188bb7cc649bc7371d3832986f4a,evaluation,1
f15e1fac.json,|00888880000000000|00000008888800000|88000000000088888|00888880000000000|00000008888800000|88000000000088888|00888880000000000|88000008888800000|00888880000088888|00000008888800000|00000000000088888|00200020000200000|,0be8f39141a9920f4e463b6f5aa83967,training,1
1b2d62fb.json,|808|088|000|000|000|,cc63d710646c4e82b40e93d715808481,training,1
c92b942c.json,|211211211|030030030|003003000|211211211|030030030|003003003|211211211|030030030|003003003|,5d6ba6309b380e1fe22868ce8203cabf,evaluation,1
4364c1c4.json,|8888888888888|8818818888888|8811118888888|8811118888888|8822228888888|8822288888888|8822288888888|8844488888888|8848488888888|8888888888888|8888888888888|8888888888888|8888888888888|8888888888888|,f020f07f1cfa9f59c39725a529262d91,evaluation,1
272f95fa.json,|000822222280000|000822222280000|000822222280000|000822222280000|000822222280000|000822222280000|888888888888888|444866666683333|444866666683333|444866666683333|444866666683333|444866666683333|444866666683333|888888888888888|000800000080000|000800000080000|000800000080000|,9bbc8f640e167fb8b6a6474e7724c1cc,training,1
1acc24af.json,|000000000000|000000000000|011100011100|010110010100|110011110111|000000000000|000000000000|000005000000|050055000050|055050022050|005050022050|000000000000|,e4078c117b5be469b414bf6b97ac5035,evaluation,1
ecdecbb3.json,|0000000000000|0000000000000|0080000000000|0080000000000|0080000000000|0888000888000|8828888828888|0888000888000|0000000020000|0000000020000|0000000020000|0000000000000|0000000000000|,81a2f8bcddd5efc4d5533dc253c733f2,training,1
eb5a1d5d.json,|222222222222222222222222222|222222222222222222222222222|222222222222222222222222222|222111111111111111111111222|222111111111111111111111222|222111111111111111111111222|222111333333333333333111222|222111333333333333333111222|222111333333333333333111222|222111333888888888333111222|222111333888888888333111222|222111333888888888333111222|222111333888222888333111222|222111333888222888333111222|222111333888222888333111222|222111333888888888333111222|222111333888888888333111222|222111333888888888333111222|222111333333333333333111222|222111333333333333333111222|222111333333333333333111222|222111111111111111111111222|222111111111111111111111222|222111111111111111111111222|222222222222222222222222222|222222222222222222222222222|,aedceb658777f45dfb49428cb189d132,training,1
1c0d0a4b.json,|0000000000000|0000020200200|0202020200220|0222000000020|0000000000000|0202000000200|0202002002020|0002000200200|0000000000000|0202022000000|0020002002020|0020002200000|0000000000000|,2a107c025ea6a08fa111b67cbc3832af,evaluation,1
8e2edd66.json,|000001000|000101000|000010000|000000000|000000000|000000000|000000001|000000101|000000010|,4ea89729cdf666a6449805b90d4e488e,evaluation,1
9caba7c3.json,|5055055000555055550|0555000505555505505|0077700505550555505|0774700055505777505|5077705555550747500|5550555500505777055|5250505555055050555|5525505505555055055|5550050000555500500|5505505050505505055|5555505500555055555|5555005000000005055|5500505550550057775|5557775555050057475|5057472500500507775|5557775550555505555|0555550505055055505|5505000050555000055|5550505050500500555|,10ab25a86ac896205f2bd295d7aaf9ff,evaluation,1
b4a43f3b.json,|001100000110000000000000000000|001100000110000000000000000000|330033011001100000000000000000|330033011001100000000000000000|002200000110000000000000000000|002200000110000000000000000000|000000000000000000000000000000|001100001100001100001100001100|001100001100001100001100001100|110011110011110011110011110011|110011110011110011110011110011|001100001100001100001100001100|001100001100001100001100001100|000000001100000000001100000000|000000001100000000001100000000|000000110011000000110011000000|000000110011000000110011000000|000000001100000000001100000000|000000001100000000001100000000|000000001100000000000000000000|000000001100000000000000000000|000000110011000000000000000000|000000110011000000000000000000|000000001100000000000000000000|000000001100000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|,c8f3de933178c4fae515328168641d0b,evaluation,1
